,mpid_hh,pid_hh,keroricego_hh,templecompany_hh,keroricecome_hh,lendmoney_hh,borrowmoney_hh,samecaste_hh,sameoccupation_hh
143,1006,1146,0,0,0,0,0,0,0
144,1006,1147,0,0,0,0,0,0,1
145,1006,1148,0,0,0,0,0,0,1
146,1006,1152,0,0,0,0,0,0,1
147,1006,1155,0,0,0,0,1,1,1
148,1006,1156,0,0,0,0,0,0,0
149,1006,1158,0,0,0,0,0,1,1
150,1006,1162,0,0,0,0,0,1,1
151,1006,1163,0,0,0,0,0,1,1
152,1006,1164,0,0,0,0,0,1,1
153,1006,1165,0,0,0,0,0,1,1
154,1006,1166,0,0,0,0,0,1,1
155,1006,1169,0,0,0,0,0,1,1
156,1006,1171,0,0,0,0,0,1,1
157,1006,1172,0,0,0,0,0,1,1
158,1006,1173,0,0,0,0,0,1,0
159,1006,1174,0,0,0,0,0,0,1
160,1007,1002,0,0,0,0,0,1,0
161,1007,1006,0,0,0,0,0,1,1
162,1007,1007,0,1,0,0,0,1,1
163,1007,1008,0,0,0,1,1,1,1
164,1007,1013,0,0,0,0,0,0,1
165,1007,1015,0,0,0,0,0,0,0
166,1007,1016,0,0,0,0,0,0,1
167,1007,1020,0,0,0,0,0,1,1
168,1007,1021,1,0,1,1,1,1,1
169,1007,1024,0,0,0,0,0,1,0
170,1007,1029,0,1,0,0,0,1,1
171,1007,1031,0,0,0,0,0,1,1
172,1007,1032,0,0,0,0,0,0,1
173,1007,1033,0,0,0,0,0,0,1
174,1007,1035,0,0,0,0,0,0,1
175,1007,1037,0,0,0,0,0,0,1
176,1007,1040,1,0,1,1,1,1,1
177,1007,1041,0,0,0,0,0,1,0
178,1007,1042,0,0,0,0,0,1,0
179,1007,1043,0,0,0,0,0,1,0
180,1007,1044,1,0,1,0,0,0,0
181,1007,1045,0,0,0,0,0,0,0
182,1007,1048,0,0,0,0,0,1,1
183,1007,1049,0,0,0,0,0,1,1
184,1007,1052,0,0,0,0,0,1,1
185,1007,1053,0,0,0,0,0,1,0
186,1007,1054,0,0,0,0,0,0,0
187,1007,1058,0,0,0,0,0,1,0
188,1007,1059,0,0,0,0,0,1,1
189,1007,1062,0,0,0,0,0,1,1
190,1007,1065,0,0,0,0,0,1,1
191,1007,1067,0,0,0,0,0,1,0
192,1007,1068,0,0,0,0,0,1,1
193,1007,1071,0,0,0,0,0,1,1
194,1007,1073,0,0,0,0,0,1,1
195,1007,1074,0,0,0,0,0,1,0
196,1007,1078,0,0,0,0,0,1,1
197,1007,1079,0,0,0,0,0,1,1
198,1007,1081,0,0,0,0,0,1,0
199,1007,1083,0,0,0,0,0,1,1
200,1007,1088,0,0,0,0,0,1,1
201,1007,1089,0,0,0,0,0,1,1
202,1007,1092,0,0,0,0,0,1,1
203,1007,1094,0,0,0,0,0,1,1
204,1007,1095,0,0,0,0,0,1,1
205,1007,1097,0,0,0,0,0,1,1
206,1007,1099,0,0,0,0,0,1,1
207,1007,1103,0,0,0,0,0,1,1
208,1007,1105,0,0,0,0,0,1,1
209,1007,1106,0,0,0,0,0,1,1
210,1007,1112,0,0,0,0,0,1,1
211,1007,1115,0,0,0,0,0,1,1
212,1007,1119,0,0,0,0,0,1,1
213,1007,1122,0,0,0,0,0,1,1
214,1007,1126,0,0,0,0,0,1,1
215,1007,1128,0,0,0,0,0,1,0
216,1007,1133,0,0,0,0,0,1,1
217,1007,1134,0,0,0,0,0,1,0
218,1007,1136,0,0,0,0,0,1,1
219,1007,1139,0,0,0,0,0,0,1
220,1007,1140,0,0,0,0,0,1,0
221,1007,1143,0,0,0,0,0,1,1
222,1007,1145,0,0,0,0,0,0,0
223,1007,1146,0,0,0,0,0,0,0
224,1007,1147,0,0,0,0,0,0,1
225,1007,1148,0,0,0,0,0,0,1
226,1007,1152,0,0,0,0,0,0,1
227,1007,1155,0,0,0,0,0,1,1
228,1007,1156,0,0,0,0,0,0,0
229,1007,1158,0,0,0,0,0,1,1
230,1007,1162,0,0,0,0,0,1,1
231,1007,1163,0,0,0,0,0,1,1
232,1007,1164,0,0,0,0,0,1,1
233,1007,1165,0,0,0,0,0,1,1
234,1007,1166,0,0,0,0,0,1,1
235,1007,1169,0,0,0,0,0,1,1
236,1007,1171,0,0,0,0,0,1,1
237,1007,1172,0,0,0,0,0,1,1
238,1007,1173,0,0,0,0,0,1,0
239,1007,1174,0,0,0,0,0,0,1
240,1007,77777,0,0,0,0,0,0,0
241,1008,1002,0,0,0,0,0,1,0
242,1008,1005,0,0,0,1,1,0,0
243,1008,1006,0,0,0,0,0,1,1
244,1008,1007,1,0,1,1,1,1,1
245,1008,1008,0,1,0,1,1,1,1
246,1008,1009,1,0,1,1,1,0,0
247,1008,1013,0,0,0,0,0,0,1
248,1008,1016,0,0,0,0,0,0,1
249,1008,1018,0,0,0,0,0,0,0
250,1008,1019,1,0,1,1,1,0,0
251,1008,1020,0,0,0,0,0,1,1
252,1008,1021,1,0,1,0,0,1,1
253,1008,1024,0,0,0,0,0,1,0
254,1008,1029,0,0,0,0,0,1,1
255,1008,1031,0,0,0,0,0,1,1
256,1008,1032,0,0,0,0,0,0,1
257,1008,1033,0,0,0,0,0,0,1
258,1008,1035,0,0,0,0,0,0,1
259,1008,1037,0,0,0,0,0,0,1
260,1008,1040,0,0,0,0,0,1,1
261,1008,1041,0,0,0,0,0,1,0
262,1008,1042,0,0,0,0,0,1,0
263,1008,1043,0,0,0,0,0,1,0
264,1008,1048,0,0,0,0,0,1,1
265,1008,1049,0,0,0,0,0,1,1
266,1008,1052,0,0,0,0,0,1,1
267,1008,1053,0,0,0,0,0,1,0
268,1008,1054,0,0,0,0,0,0,0
269,1008,1058,0,0,0,0,0,1,0
270,1008,1059,0,0,0,0,0,1,1
271,1008,1060,0,0,0,1,1,0,0
272,1008,1062,0,0,0,0,0,1,1
273,1008,1064,0,0,0,0,0,0,0
274,1008,1065,0,0,0,0,0,1,1
275,1008,1067,0,0,0,0,0,1,0
276,1008,1068,0,0,0,0,0,1,1
277,1008,1071,0,0,0,0,0,1,1
278,1008,1073,0,0,0,0,0,1,1
279,1008,1074,0,0,0,0,0,1,0
280,1008,1078,0,0,0,0,0,1,1
281,1008,1079,0,0,0,0,0,1,1
282,1008,1081,0,0,0,0,0,1,0
283,1008,1083,0,0,0,0,0,1,1
284,1008,1088,0,0,0,0,0,1,1
285,1008,1089,0,0,0,0,0,1,1
286,1008,1092,0,0,0,0,0,1,1
287,1008,1094,0,0,0,0,0,1,1
288,1008,1095,0,0,0,0,0,1,1
289,1008,1097,0,0,0,0,0,1,1
290,1008,1099,0,0,0,0,0,1,1
291,1008,1103,0,0,0,0,0,1,1
292,1008,1105,0,0,0,0,0,1,1
293,1008,1106,0,0,0,0,0,1,1
294,1008,1110,0,0,0,0,0,0,0
295,1008,1112,0,0,0,0,0,1,1
296,1008,1115,0,0,0,0,0,1,1
297,1008,1119,0,0,0,0,0,1,1
298,1008,1122,0,0,0,0,0,1,1
299,1008,1126,0,0,0,0,0,1,1
300,1008,1128,0,0,0,0,0,1,0
301,1008,1133,0,0,0,0,0,1,1
302,1008,1134,0,0,0,0,0,1,0
303,1008,1136,0,0,0,0,0,1,1
304,1008,1139,0,0,0,0,0,0,1
305,1008,1140,0,0,0,0,0,1,0
306,1008,1143,0,0,0,0,0,1,1
307,1008,1146,0,0,0,0,0,0,0
308,1008,1147,0,0,0,0,0,0,1
309,1008,1148,0,0,0,0,0,0,1
310,1008,1152,0,0,0,0,0,0,1
311,1008,1153,0,0,0,1,1,0,0
312,1008,1155,0,0,0,0,0,1,1
313,1008,1156,0,0,0,0,0,0,0
314,1008,1158,0,0,0,0,0,1,1
315,1008,1162,0,0,0,0,0,1,1
316,1008,1163,0,0,0,0,0,1,1
317,1008,1164,0,0,0,0,0,1,1
318,1008,1165,0,0,0,0,0,1,1
319,1008,1166,0,0,0,0,0,1,1
320,1008,1169,0,0,0,0,0,1,1
321,1008,1171,0,0,0,0,0,1,1
322,1008,1172,0,0,0,0,0,1,1
323,1008,1173,0,0,0,0,0,1,0
324,1008,1174,0,0,0,0,0,0,1
325,1013,1002,0,0,0,0,0,0,0
326,1013,1006,0,0,0,0,0,0,1
327,1013,1007,0,0,0,0,0,0,1
328,1013,1008,0,0,0,0,0,0,1
329,1013,1013,0,0,0,0,1,1,1
330,1013,1015,0,0,0,1,1,0,0
331,1013,1016,0,0,0,0,0,1,1
332,1013,1018,1,0,0,0,0,0,0
333,1013,1020,0,0,0,0,0,0,1
334,1013,1021,0,0,0,0,0,0,1
335,1013,1023,1,0,1,0,0,0,0
336,1013,1024,0,0,0,0,0,0,0
337,1013,1029,0,0,0,0,0,0,1
338,1013,1031,0,0,0,0,0,0,1
339,1013,1032,0,0,0,0,0,1,1
340,1013,1033,0,0,0,0,0,1,1
341,1013,1034,1,0,1,0,0,0,0
342,1013,1035,0,0,0,0,0,1,1
343,1013,1037,0,0,0,0,0,1,1
344,1013,1040,0,0,0,0,0,0,1
345,1013,1041,0,0,0,0,0,0,0
346,1013,1042,0,0,0,0,0,0,0
347,1013,1043,0,0,0,0,0,0,0
348,1013,1048,0,0,0,0,0,0,1
349,1013,1049,0,0,0,0,0,0,1
350,1013,1052,0,0,0,0,0,0,1
351,1013,1053,0,0,0,0,0,0,0
352,1013,1054,0,0,0,0,0,0,0
353,1013,1058,0,0,0,0,0,0,0
354,1013,1059,0,0,0,0,0,0,1
355,1013,1062,0,0,0,0,0,0,1
356,1013,1065,0,0,0,0,0,0,1
357,1013,1067,0,0,0,0,0,0,0
358,1013,1068,0,0,0,0,0,0,1
359,1013,1071,0,0,0,0,0,0,1
360,1013,1073,0,0,0,0,0,0,1
361,1013,1074,0,0,0,0,0,0,0
362,1013,1078,0,0,0,0,0,0,1
363,1013,1079,0,0,0,0,0,0,1
364,1013,1081,0,0,0,0,0,0,0
365,1013,1083,0,0,0,0,0,0,1
366,1013,1088,0,0,0,0,0,0,1
367,1013,1089,0,0,0,0,0,0,1
368,1013,1092,0,0,0,0,0,0,1
369,1013,1094,0,0,0,0,0,0,1
370,1013,1095,0,0,0,0,0,0,1
371,1013,1097,0,0,0,0,0,0,1
372,1013,1099,0,0,0,0,0,0,1
373,1013,1103,0,0,0,0,0,0,1
374,1013,1105,0,0,0,0,0,0,1
375,1013,1106,0,0,0,0,0,0,1
376,1013,1112,0,0,0,0,0,0,1
377,1013,1115,0,0,0,0,0,0,1
378,1013,1117,0,0,0,0,1,0,0
379,1013,1119,0,0,0,0,0,0,1
380,1013,1122,0,0,0,0,0,0,1
381,1013,1126,0,0,0,0,0,0,1
382,1013,1128,0,0,0,0,0,0,0
383,1013,1133,0,0,0,0,0,0,1
384,1013,1134,0,0,0,0,0,0,0
385,1013,1136,0,0,0,0,0,0,1
386,1013,1139,0,0,0,0,0,1,1
387,1013,1140,0,0,0,0,0,0,0
388,1013,1143,0,0,0,0,0,1,1
389,1013,1146,0,0,0,0,0,1,0
390,1013,1147,0,0,0,0,0,1,1
391,1013,1148,0,0,0,0,0,1,1
392,1013,1152,0,0,0,0,0,1,1
393,1013,1155,0,0,0,0,0,0,1
394,1013,1156,0,0,0,0,0,1,0
395,1013,1157,0,0,0,1,0,0,0
396,1013,1158,0,0,0,0,0,0,1
397,1013,1162,0,0,0,0,0,0,1
398,1013,1163,0,0,0,0,0,0,1
399,1013,1164,0,0,0,0,0,0,1
400,1013,1165,0,0,0,0,0,0,1
401,1013,1166,0,0,0,0,0,0,1
402,1013,1169,0,0,0,0,0,0,1
403,1013,1171,0,0,0,0,0,0,1
404,1013,1172,0,0,0,0,0,0,1
405,1013,1173,0,0,0,0,0,0,0
406,1013,1174,0,0,0,0,0,1,1
407,1013,77777,0,0,0,1,0,0,0
408,1016,1002,0,0,0,0,0,0,0
409,1016,1005,0,0,0,1,1,0,0
410,1016,1006,0,0,0,0,0,0,1
411,1016,1007,0,0,0,0,0,0,1
412,1016,1008,0,0,0,0,0,0,1
413,1016,1012,0,0,0,0,0,0,0
414,1016,1013,0,0,0,0,0,1,1
415,1016,1015,1,0,1,1,1,0,0
416,1016,1016,0,0,0,0,0,1,1
417,1016,1017,0,0,0,0,0,0,0
418,1016,1018,1,0,1,0,0,0,0
419,1016,1020,0,0,0,0,0,0,1
420,1016,1021,0,0,0,0,0,0,1
421,1016,1024,0,0,0,0,0,0,0
422,1016,1029,0,0,0,0,0,0,1
423,1016,1031,0,0,0,0,0,0,1
424,1016,1032,0,0,0,0,0,1,1
425,1016,1033,0,0,0,0,0,1,1
426,1016,1035,0,0,0,0,0,1,1
427,1016,1036,1,0,1,0,0,0,0
428,1016,1037,0,0,0,0,0,1,1
429,1016,1040,0,0,0,0,0,0,1
430,1016,1041,0,0,0,0,0,0,0
431,1016,1042,0,0,0,0,0,0,0
432,1016,1043,0,0,0,0,0,0,0
433,1016,1048,0,0,0,0,0,0,1
434,1016,1049,0,0,0,0,0,0,1
435,1016,1052,0,0,0,0,0,0,1
436,1016,1053,0,0,0,0,0,0,0
437,1016,1054,0,0,0,0,0,0,0
438,1016,1058,0,0,0,0,0,0,0
439,1016,1059,0,0,0,0,0,0,1
440,1016,1062,0,0,0,0,0,0,1
441,1016,1065,0,0,0,0,0,0,1
442,1016,1067,0,0,0,0,0,0,0
443,1016,1068,0,0,0,0,0,0,1
444,1016,1071,0,0,0,0,0,0,1
445,1016,1073,0,0,0,0,0,0,1
446,1016,1074,0,0,0,0,0,0,0
447,1016,1078,0,0,0,0,0,0,1
448,1016,1079,0,0,0,0,0,0,1
449,1016,1081,0,0,0,0,0,0,0
450,1016,1083,0,0,0,0,0,0,1
451,1016,1088,0,0,0,0,0,0,1
452,1016,1089,0,0,0,0,0,0,1
453,1016,1092,0,0,0,0,0,0,1
454,1016,1094,0,0,0,0,0,0,1
455,1016,1095,0,0,0,0,0,0,1
456,1016,1097,0,0,0,0,0,0,1
457,1016,1099,0,0,0,0,0,0,1
458,1016,1103,0,0,0,0,0,0,1
459,1016,1105,0,0,0,0,0,0,1
460,1016,1106,0,0,0,0,0,0,1
461,1016,1112,0,0,0,0,0,0,1
462,1016,1115,0,0,0,0,0,0,1
463,1016,1118,0,0,0,1,1,0,0
464,1016,1119,0,0,0,0,0,0,1
465,1016,1120,0,0,0,0,0,0,0
466,1016,1122,0,0,0,0,0,0,1
467,1016,1126,0,0,0,0,0,0,1
468,1016,1128,0,0,0,0,0,0,0
469,1016,1129,0,0,0,1,1,0,0
470,1016,1133,0,0,0,0,0,0,1
471,1016,1134,0,0,0,0,0,0,0
472,1016,1136,0,0,0,0,0,0,1
473,1016,1139,0,0,0,0,0,1,1
474,1016,1140,0,0,0,0,0,0,0
475,1016,1143,0,0,0,0,0,1,1
476,1016,1146,0,0,0,0,0,1,0
477,1016,1147,0,0,0,0,0,1,1
478,1016,1148,1,0,1,0,0,1,1
479,1016,1152,0,0,0,0,0,1,1
480,1016,1155,0,0,0,0,0,0,1
481,1016,1156,0,0,0,0,0,1,0
482,1016,1158,0,0,0,0,0,0,1
483,1016,1162,0,0,0,0,0,0,1
484,1016,1163,0,0,0,0,0,0,1
485,1016,1164,0,0,0,0,0,0,1
486,1016,1165,0,0,0,0,0,0,1
487,1016,1166,0,0,0,0,0,0,1
488,1016,1169,0,0,0,0,0,0,1
489,1016,1171,0,0,0,0,0,0,1
490,1016,1172,0,0,0,0,0,0,1
491,1016,1173,0,0,0,0,0,0,0
492,1016,1174,0,0,0,0,0,1,1
493,1020,1001,0,0,0,0,0,0,0
494,1020,1002,0,0,0,0,0,1,0
495,1020,1006,0,0,0,0,0,1,1
496,1020,1007,1,0,1,1,1,1,1
497,1020,1008,0,0,0,0,0,1,1
498,1020,1009,0,0,0,0,0,0,0
499,1020,1013,0,0,0,0,0,0,1
500,1020,1016,0,0,0,0,0,0,1
501,1020,1019,0,0,0,1,1,0,0
502,1020,1020,0,1,0,0,0,1,1
503,1020,1021,0,0,0,0,0,1,1
504,1020,1024,0,0,0,0,0,1,0
505,1020,1029,0,0,0,0,0,1,1
506,1020,1031,0,0,0,0,0,1,1
507,1020,1032,0,0,0,0,0,0,1
508,1020,1033,0,0,0,0,0,0,1
509,1020,1035,0,0,0,0,0,0,1
510,1020,1037,0,0,0,0,0,0,1
511,1020,1040,0,0,0,0,0,1,1
512,1020,1041,0,0,0,0,0,1,0
513,1020,1042,0,0,0,0,0,1,0
514,1020,1043,0,0,0,0,0,1,0
515,1020,1044,0,0,0,1,1,0,0
516,1020,1048,0,0,0,0,0,1,1
517,1020,1049,0,0,0,0,0,1,1
518,1020,1052,0,0,0,0,0,1,1
519,1020,1053,0,0,0,0,0,1,0
520,1020,1054,0,0,0,0,0,0,0
521,1020,1058,0,0,0,0,0,1,0
522,1020,1059,0,0,0,0,0,1,1
523,1020,1062,0,0,0,0,0,1,1
524,1020,1065,0,0,0,0,0,1,1
525,1020,1067,0,0,0,0,0,1,0
526,1020,1068,0,0,0,0,0,1,1
527,1020,1071,0,0,0,0,0,1,1
528,1020,1073,0,0,0,0,0,1,1
529,1020,1074,0,0,0,0,0,1,0
530,1020,1078,0,0,0,0,0,1,1
531,1020,1079,0,0,0,0,0,1,1
532,1020,1081,0,0,0,0,0,1,0
533,1020,1083,0,0,0,0,0,1,1
534,1020,1088,0,0,0,0,0,1,1
535,1020,1089,0,0,0,0,0,1,1
536,1020,1092,0,0,0,0,0,1,1
537,1020,1093,0,0,0,0,0,0,0
538,1020,1094,0,0,0,0,0,1,1
539,1020,1095,0,0,0,0,0,1,1
540,1020,1097,0,0,0,0,0,1,1
541,1020,1099,0,0,0,0,0,1,1
542,1020,1103,0,0,0,0,0,1,1
543,1020,1105,0,0,0,0,0,1,1
544,1020,1106,0,0,0,0,0,1,1
545,1020,1112,0,0,0,0,0,1,1
546,1020,1114,0,0,0,0,0,0,0
547,1020,1115,0,0,0,0,0,1,1
548,1020,1119,0,0,0,0,0,1,1
549,1020,1122,0,0,0,0,0,1,1
550,1020,1126,0,0,0,0,0,1,1
551,1020,1128,0,0,0,0,0,1,0
552,1020,1133,0,0,0,0,0,1,1
553,1020,1134,0,0,0,0,0,1,0
554,1020,1136,0,0,0,0,0,1,1
555,1020,1139,0,0,0,0,0,0,1
556,1020,1140,0,0,0,0,0,1,0
557,1020,1143,0,0,0,0,0,1,1
558,1020,1146,0,0,0,0,0,0,0
559,1020,1147,0,0,0,0,0,0,1
560,1020,1148,0,0,0,0,0,0,1
561,1020,1152,0,0,0,0,0,0,1
562,1020,1155,0,0,0,0,0,1,1
563,1020,1156,0,0,0,0,0,0,0
564,1020,1158,0,0,0,0,0,1,1
565,1020,1162,0,0,0,0,0,1,1
566,1020,1163,0,0,0,0,0,1,1
567,1020,1164,0,0,0,0,0,1,1
568,1020,1165,0,0,0,0,0,1,1
569,1020,1166,0,0,0,0,0,1,1
570,1020,1169,0,0,0,0,0,1,1
571,1020,1171,0,0,0,0,0,1,1
572,1020,1172,0,0,0,0,0,1,1
573,1020,1173,0,0,0,0,0,1,0
574,1020,1174,0,0,0,0,0,0,1
575,1020,55555,0,1,0,0,0,0,0
576,1020,77777,1,0,1,1,1,0,0
577,1021,1002,0,0,0,0,0,1,0
578,1021,1005,0,0,0,0,1,0,0
579,1021,1006,1,0,1,0,0,1,1
580,1021,1007,1,0,1,1,0,1,1
581,1021,1008,1,0,1,0,0,1,1
582,1021,1009,0,0,0,0,0,0,0
583,1021,1012,0,0,0,1,0,0,0
584,1021,1013,0,0,0,0,0,0,1
585,1021,1016,0,0,0,0,0,0,1
586,1021,1019,0,0,0,0,0,0,0
587,1021,1020,0,0,0,0,0,1,1
588,1021,1021,0,1,0,0,1,1,0
589,1021,1022,0,0,0,1,0,0,0
590,1021,1024,0,0,0,0,0,1,0
591,1021,1026,0,0,0,0,0,0,0
592,1021,1029,0,0,0,0,0,1,1
593,1021,1031,0,0,0,0,0,1,1
594,1021,1032,0,0,0,0,0,0,1
595,1021,1033,0,0,0,0,0,0,1
596,1021,1035,0,0,0,0,0,0,1
597,1021,1037,0,0,0,0,0,0,1
598,1021,1040,0,0,0,0,0,1,1
599,1021,1041,0,0,0,0,0,1,0
600,1021,1042,0,0,0,0,0,1,0
601,1021,1043,0,0,0,0,0,1,0
602,1021,1048,0,0,0,0,0,1,1
603,1021,1049,0,0,0,0,0,1,1
604,1021,1052,0,0,0,0,0,1,1
605,1021,1053,0,0,0,0,0,1,0
606,1021,1054,0,0,0,0,0,0,0
607,1021,1058,0,0,0,0,0,1,0
608,1021,1059,0,0,0,0,0,1,1
609,1021,1062,0,0,0,0,0,1,1
610,1021,1065,0,0,0,0,0,1,1
611,1021,1067,0,0,0,0,0,1,0
612,1021,1068,0,0,0,0,0,1,1
613,1021,1071,0,0,0,0,0,1,1
614,1021,1073,0,0,0,0,0,1,1
615,1021,1074,0,0,0,0,0,1,0
616,1021,1078,0,0,0,0,0,1,1
617,1021,1079,0,0,0,0,0,1,1
618,1021,1081,0,0,0,0,0,1,0
619,1021,1083,0,0,0,0,0,1,1
620,1021,1088,0,0,0,0,0,1,1
621,1021,1089,0,0,0,0,0,1,1
622,1021,1092,0,0,0,0,0,1,1
623,1021,1093,0,0,0,0,0,0,0
624,1021,1094,0,0,0,0,0,1,1
625,1021,1095,0,0,0,0,0,1,1
626,1021,1097,0,0,0,0,0,1,1
627,1021,1099,0,0,0,0,0,1,1
628,1021,1103,0,0,0,0,0,1,1
629,1021,1105,0,0,0,0,0,1,1
630,1021,1106,0,0,0,0,0,1,1
631,1021,1112,0,0,0,0,0,1,1
632,1021,1115,0,0,0,0,0,1,1
633,1021,1119,0,0,0,0,0,1,1
634,1021,1122,0,0,0,0,0,1,1
635,1021,1126,0,0,0,0,0,1,1
